sample_name	geo_loc_name	Host	isolate	LibrarySelection	LibrarySource	isolation_source	serotype	genotype	strain	majority_hosts
SRR24839210	USA: North Carolina	Haliaeetus leucocephalus	A/Bald Eagle/North Carolina/22-009805-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839211	USA: Kansas	Anser rossii	A/Ross's Goose/Kansas/22-009804-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839212	USA: South Carolina	Haliaeetus leucocephalus	A/Bald Eagle/South Carolina/22-009803-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839213	USA: Florida	Laridae sp.	A/Gull/Florida/22-009801-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839214	USA: Florida	Gavia immer	A/Common Loon/Florida/22-009801-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839215	USA: Colorado	Anser caerulescens	A/Snow Goose/Colorado/22-009742-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839216	USA: Minnesota	Anser sp.	A/Backyard bird/Minnesota/22-009735-003/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839217	USA: Minnesota	Gallus gallus	A/Backyard bird/Minnesota/22-009735-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Gallus gallus
SRR24839218	USA: Nebraska	Anser caerulescens	A/Snow Goose/Nebraska/22-009724-002/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			Anser caerulescens
SRR24839219	USA: Illinois	Gallus gallus	A/Backyard bird/Illinois/22-009720-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839220	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009688-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839221	USA: South Dakota	Haliaeetus leucocephalus	A/Bald Eagle/South Dakota/22-009685-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839222	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-009481-018/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839223	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-009481-017/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839224	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-016/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839225	USA: Wyoming	Gallus gallus	A/Backyard bird/Wyoming/22-009599-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839226	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003417-048/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839227	USA: Wyoming	Gallus gallus	A/Backyard bird/Wyoming/22-009599-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839228	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009593-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839229	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009593-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839230	USA: North Carolina	Anas platyrhynchos	A/Mallard/North Carolina/22-001330-003/2022	RT-PCR	VIRAL RNA	oropharyngeal/cloacal swab pool from individual bird	H5N1			NA
SRR24839231	USA: South Dakota	Haliaeetus leucocephalus	A/Bald Eagle/South Dakota/22-009043-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839232	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009182-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839233	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009182-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839234	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009182-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839235	USA: Minnesota	Anser anser	A/Backyard bird/Minnesota/22-009181-003/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839236	USA: Minnesota	Gallus gallus	A/Backyard bird/Minnesota/22-009181-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839237	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-009180-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839238	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-009180-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839239	USA: New York	Sibirionetta formosa	A/Baikal Teal/New York/22-009119-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839240	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009058-006/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839241	USA: Florida	Spatula discors	A/Blue-winged Teal/Florida/22-002578-009/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839242	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009058-005/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839243	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009058-004/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839244	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009058-003/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839245	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009058-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839246	USA: Florida	Aythya affinis	A/Lesser Scaup/Florida/22-009057-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839247	USA: Florida	Aythya affinis	A/Lesser Scaup/Florida/22-009057-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839248	USA: Florida	Thalasseus maximus	A/Royal Tern/Florida/22-009056-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839249	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009054-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839250	USA: Florida	Aythya affinis	A/Lesser Scaup/Florida/22-009053-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839251	USA: North Carolina	Mareca strepera	A/Gadwall/North Carolina/22-002491-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24839252	USA: Kansas	Gallus gallus	A/Backyard bird/Kansas/22-009024-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839253	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009023-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839254	USA: Nebraska	Gallus gallus	A/Chicken/Nebraska/22-009006-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Gallus gallus
SRR24839255	USA: Ohio	Branta canadensis	A/Canada Goose/Ohio/22-008995-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839256	USA: Ohio	Branta canadensis	A/Canada Goose/Ohio/22-008995-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839257	USA: Florida	Haliaeetus leucocephalus	A/Bald Eagle/Florida/22-008984-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839258	USA: Florida	Haliaeetus leucocephalus	A/Bald Eagle/Florida/22-008984-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839259	USA: South Carolina	Haliaeetus leucocephalus	A/Bald Eagle/South Carolina/22-008983-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839260	USA: North Carolina	Mareca strepera	A/Gadwall/North Carolina/22-001996-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839261	USA: Georgia	Haliaeetus leucocephalus	A/Bald Eagle/Georgia/22-008982-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839262	USA: New Jersey	Anas platyrhynchos	A/Mallard/New Jersey/22-005110-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839263	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-012/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839264	USA: South Carolina	Spatula discors	A/Blue-winged Teal/South Carolina/22-000345-003/2021	RT-PCR	VIRAL RNA	oropharyngeal/cloacal swab pool from individual bird	H5N1			NA
SRR24839265	USA: South Carolina	Mareca americana	A/American Wigeon/South Carolina/22-000345-001/2021	RT-PCR	VIRAL RNA	oropharyngeal/cloacal swab pool from individual bird	H5N1			NA
SRR24839266	USA: Georgia	Haliaeetus leucocephalus	A/Bald Eagle/Georgia/22-008982-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839267	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-008980-008/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839268	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-008980-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839269	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-008980-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839270	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-008980-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839271	USA: Kansas	Buteo jamaicensis	A/Red-tailed Hawk/Kansas/22-008980-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839272	USA: Kansas	Haliaeetus leucocephalus	A/Bald Eagle/Kansas/22-008980-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839273	USA: New York	Bubo scandiacus	A/Snowy Owl/New York/22-008969-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839274	USA: South Carolina	Spatula discors	A/Blue-winged/Cinnamon Teal/South Carolina/22-001743-033/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839275	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009055-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839276	USA: Colorado	Anser caerulescens	A/Snow Goose/Colorado/22-008935-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839277	USA: Colorado	Anser rossii	A/Ross's Goose/Colorado/22-008935-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839278	USA: Colorado	Anser caerulescens	A/Snow Goose/Colorado/22-008935-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839279	USA: Colorado	Anser caerulescens	A/Snow Goose/Colorado/22-008935-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839280	USA: Colorado	Anser caerulescens	A/Snow Goose/Colorado/22-008935-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839281	USA: South Dakota	Buteo jamaicensis	A/Red-tailed Hawk/South Dakota/22-009041-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839282	USA: Colorado	Anser rossii	A/Snow Goose/Colorado/22-008935-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839283	USA: Iowa	Anser caerulescens	A/Snow Goose/Iowa/22-008719-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839284	USA: Pennsylvania	Mergus merganser	A/Merganser/Pennsylvania/22-008909-005/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839285	USA: Pennsylvania	Mergus merganser	A/Merganser/Pennsylvania/22-008909-004/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839286	USA: Pennsylvania	Mergus merganser	A/Merganser/Pennsylvania/22-008909-003/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839287	USA: Pennsylvania	Mergus merganser	A/Merganser/Pennsylvania/22-008909-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839288	USA: South Carolina	Mareca americana	A/American Wigeon/South Carolina/22-001743-014/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839289	USA: Michigan	Gallus gallus	A/Backyard bird/Michigan/22-008890-006/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839290	USA: Michigan	Anser sp.	A/Backyard bird/Michigan/22-008890-004/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839291	USA: Michigan	Anas sp.	A/Backyard bird/Michigan/22-008890-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839292	USA: Georgia	Haliaeetus leucocephalus	A/Bald Eagle/Georgia/22-008982-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839293	USA: South Dakota	Bubo virginianus	A/Great Horned Owl/South Dakota/22-008877-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839294	USA: South Dakota	Anser caerulescens	A/Great Horned Owl/South Dakota/22-008876-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			Anser caerulescens
SRR24839295	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-008874-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			Anser caerulescens
SRR24839296	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-008866-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839297	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-008862-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24839298	USA: Nebraska	Cygnus sp.	A/Swan/Nebraska/22-008227-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839299	USA: Florida	Thalasseus maximus	A/Royal Tern/Florida/22-008226-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839300	USA: Nebraska	Haliaeetus leucocephalus	A/Bald Eagle/Nebraska/22-008225-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839301	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-008176-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Gallus gallus
SRR24839302	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-008176-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Gallus gallus
SRR24839303	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-008176-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Gallus gallus
SRR24839304	USA: North Carolina	Anas crecca	A/Green-winged Teal/North Carolina/22-001673-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839305	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839306	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-008154-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839307	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-007919-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839308	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001672-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839309	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-008153-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839310	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-008152-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839311	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-008152-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839312	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-008152-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839313	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-008152-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839314	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-008152-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839315	USA: Kansas	Gallus gallus	A/Backyard bird/Kansas/22-008114-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839316	USA: Kansas	Anas sp.	A/Backyard bird/Kansas/22-008114-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24839317	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-007915-011/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839318	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-007915-010/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839319	USA: North Carolina	Mareca strepera	A/Gadwall/North Carolina/22-001672-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839320	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-008054-004/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839321	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-008054-003/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839322	USA: Florida	Haliaeetus leucocephalus	A/Bald Eagle/Florida/22-007915-009/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839323	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-008054-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839324	USA: Ohio	Branta canadensis	A/Canada Goose/Ohio/22-007948-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839325	USA: South Dakota	Branta canadensis	A/Canada Goose/South Dakota/22-007946-003/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839326	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-007946-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839327	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-007946-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839328	USA: Kansas	Haliaeetus leucocephalus	A/Bald Eagle/Kansas/22-007919-005/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839329	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-007919-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839330	USA: Nebraska	Branta canadensis	A/Canada Goose/Nebraska/22-007169-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839331	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-025/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839332	USA: Missouri	Meleagris gallopavo	A/Turkey/Missouri/22-007087-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839333	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-007086-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839334	USA: Florida	Bubo virginianus	A/Great Horned Owl/Florida/22-006984-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839335	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-006983-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839336	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-006981-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839337	USA: Missouri	Pelecanus erythrorhynchos	A/American White Pelican/Missouri/22-006970-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839338	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-006948-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839339	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-006945-004/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839340	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-006945-003/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839341	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-006945-002/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839342	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-024/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839343	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-006945-001/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839344	USA: Missouri	Meleagris gallopavo	A/Turkey/Missouri/22-006944-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839345	USA: Missouri	Anser caerulescens	A/Snow Goose/Missouri/22-006805-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839346	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-006804-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839347	USA: Kansas	Anser caerulescens	A/Snow Goose/Kansas/22-006804-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839348	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-006795-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839349	USA: Georgia	Aythya affinis	A/Lesser Scaup/Georgia/22-006543-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839350	USA: North Carolina	Haliaeetus leucocephalus	A/Bald Eagle/North Carolina/22-006530-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839351	USA: North Carolina	Buteo lineatus	A/Red-shouldered Hawk/North Carolina/22-006530-001/2022	RT-PCR	VIRAL RNA	Virus Isolate	H5N1			NA
SRR24839352	USA: Kentucky	Anser caerulescens	A/Snow Goose/Kentucky/22-006742-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839353	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-023/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839354	USA: Missouri	Gallus gallus	A/Backyard bird/Missouri/22-006639-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839355	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-006578-014/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839356	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-006578-013/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839357	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-006578-005/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839358	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-006578-002/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839359	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-006578-001/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839360	USA: Missouri	Gallus gallus	A/Chicken/Missouri/22-006569-007/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Gallus gallus
SRR24839361	USA: Missouri	Gallus gallus	A/Chicken/Missouri/22-006569-005/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Gallus gallus
SRR24839362	USA: Missouri	Gallus gallus	A/Chicken/Missouri/22-006569-004/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Gallus gallus
