sample_name	assembly_fullid_updated	yhmpu50000	order	species	carbon_class	nitrogen_class	galactose_normalized	fructose_normalized	glycerol_normalized	maltose_normalized	at_25_c	c1_d.glucose	n4_l.lysine	c23_glycerol	n5_cadaverine	c28_d.glucitol	n3_ethylamine	at_30_c	c29_d.mannitol	ethanol__assimilation	d.glucose__fermentation	c39_succinate	c12_a_a.trehalose	c6_d.xylose	c32_d.glucono.1_5.lactone	c2_d.galactose	c10_sucrose	c14_cellobiose	c15_salicin	c11_maltose	c25_ribitol	c40_citrate	c26_xylitol	c35_d.gluconate	c16_arbutin	c3_l.sorbose	at_35_c	c20_melezitose	c13_me_a.d.glucoside	environment_edited	super_domain_entity	super_independent_entity	super_plant	super_embryophyta_plant_type	super_vascular_plant_type	super_seed_producing_plant_type	super_animal	super_angiosperm_plant_type	super_arthropoda_animal_type	super_hexapoda_animal_type	super_insecta_animal_type
SRR16974295	yHMPu5000034693_Lachancea_lanzarotensis_SPADES	34693	Saccharomycetales	Lachancea lanzarotensis	Standard	Standard	0	0.446629144830267	0	0.545744780378133	Yes	Yes	No	Yes	NA	Yes	NA	Yes	Yes	Yes	Yes	No	Yes	No	NA	Yes	Yes	No	No	Yes	No	No	Yes	Yes	No	No	No	Yes	Yes	grape berries of Vitis vinifera	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974700	yHMPu5000034869_vanderwaltozyma_polyspora_180604	34869	Saccharomycetales	Vanderwaltozyma polyspora	Standard	Specialist	1.15265451478706	0.367014475148938	0.377774055010678	0	Yes	Yes	No	Yes	No	No	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974363	yHMPu5000034654_aciculoconidium_aculeatum_180604	34654	Serinales	Aciculoconidium aculeatum	Standard	Standard	0	1.54748731489547	0.279756424216028	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Drosophila occidentalis (fruit fly)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974650	yHMPu5000035038_ambrosiozyma_kashinagacola_160519	35038	Pichiales	Ambrosiozyma kashinagicola	Standard	Standard	0	0.86960772947821	0.381999804962947	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	NA	No	Yes	Yes	No	beetle gallery of Platypus quercivorus	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974506	yHMPu5000026279_Ambrosiozyma_monospora_SPADES	26279	Pichiales	Ambrosiozyma monospora	Standard	Standard	0	0.437097491942961	0.531908638192233	0.536710789827033	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	exudate of coconut palm	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988672	yHMPu5000037921_ascoidea_asiatica_201018	37921	Ascoideales	Ascoidea asiatica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	larvae	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974612	yHMPu5000035048_Barnettozyma_salicaria_SPADES	35048	Phaffomycetales	Barnettozyma salicaria	Standard	Standard	0	1.83051657801857	1.11782132110524	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	No	Yes	No	No	slime flux of Salix sp. (willow)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974314	yHMPu5000034673_blastobotrys_nivea_190924	34673	Dipodascales	Blastobotrys niveus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	compost	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974346	yHMPu5000034669_Blastobotrys_raffinofermentans_SPAdes	34669	Dipodascales	Blastobotrys raffinosifermentans	Generalist	Generalist	0.623232515101344	0.680035835380694	0	0.858787560788429	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	source unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16974362	yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2	34655	Trigonopsidales	Botryozyma nematodophila	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Panagrellus zymosiphilus (nematode) on grapes with sour rot	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16989040	yHMPu5000041855_candida_ascalaphidarum_170307	41855	Serinales	Candida ascalaphidarum	Standard	Standard	0.785330135240261	0	0.378889248871274	0.697798663047315	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	gut of an unidentified owlfly (Neuroptera, Ascalaphidae)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974339	yHMPu5000034990_Candida_corydali_SPADES	34990	Serinales	Candida corydali	Standard	Standard	0.354320501042662	0.270171772328147	0.20714395476394	0.279298682287235	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	body surface of a female Corydalus cornutus (Neuroptera, Corydalidae)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989033	yHMPu5000041862_candida_golubevii_170307	41862	Serinales	Candida golubevii	Specialist	Specialist	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	NA	Yes	NA	Yes	Yes	Insect frass	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974342	yHMPu5000034987_candida_intermedia_160519	34987	Serinales	Candida intermedia	Generalist	Standard	0.384683374106908	0.329902085773233	0	0.641231469779495	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	faeces, of American woman with tropical sprue	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974591	yHMPu5000035261_candida_ponderosae_170307	35261	Phaffomycetales	Candida ponderosae	NA	NA	NA	NA	NA	NA	Yes	Yes	NA	Yes	No	Yes	NA	NA	No	Yes	No	Yes	No	Yes	NA	Yes	No	Yes	Yes	No	No	Yes	NA	Yes	NA	No	NA	No	No	insect frass, Ponderosa pine (Pinus ponderosa)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974567	yHMPu5000034643_Candida_schatavii_SPAdes	34643	Serinales	Candida schatavii	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	pileus of Fomitopsis pinicola (toadstool)	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989059	yHMPu5000041833_candida_tammaniensis_170307	41833	Serinales	Candida tammaniensis	Standard	Standard	0.731013863282073	0.450272984630192	0.378041130397372	0.419288446292972	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	insect frass in dead Quercus sp. (oak tree)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974330	yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2	34998	Serinales	Cephaloascus albidus	Standard	Standard	0.593485320937898	0.311991988846799	0.238999760071519	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cranberry pumace, Canada	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974430	yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2	34950	Pichiales	Citeromyces hawaiiensis	Standard	Standard	0	0.520771190343947	0	0.475354409319582	Yes	Yes	NA	Yes	NA	Yes	NA	NA	Yes	Yes	Yes	No	Yes	No	NA	No	Yes	No	No	Yes	No	Yes	NA	Yes	NA	Yes	NA	No	Yes	flux on a sandalwood tree (Myoporum sandwicense), Hawaii, USA	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989173	yHMPu5000035325_cyberlindnera_petersonii_180604	35325	Phaffomycetales	Cyberlindnera petersonii	Generalist	Generalist	0	0.362179556939885	0.512938870827184	0.537096084095414	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	corpse, in embalming fluid	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16988886	yHMPu5000035686_Cyberlindnera_saturnus_SPADES	35686	Phaffomycetales	Cyberlindnera saturnus	Standard	Generalist	0	0.0754832193887999	0.622916011065698	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988884	yHMPu5000035688_Cyberlindnera_xylosilytica_SPADES	35688	Phaffomycetales	Cyberlindnera xylosilytica	Generalist	Standard	0	0.523313534410972	0.451264739175638	0.331005177170609	Yes	Yes	Yes	Yes	NA	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	NA	No	Yes	Yes	NA	Insect frass collected white oak (Quercus alba)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989089	yHMPu5000041829_debaryomyces_fabryi_180604	41829	Serinales	Debaryomyces fabryi	Generalist	Standard	0.337029359080566	0.757615489884724	0.370595416734613	0.479896854717678	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	interdigital mycotic lesion	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16988841	yHMPu5000041713_debaryomyces_maramus_170307	41713	Serinales	Debaryomyces marama	Standard	Standard	0.342959326755659	0.399775984133327	0	0.492351567447225	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	atmosphere	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988843	yHMPu5000041693_debaryomyces_nepalensis_170307	41693	Serinales	Debaryomyces nepalensis	Generalist	Standard	0.975158442543007	0.858785337750445	0.172811633364394	0.710778777596358	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988845	yHMPu5000041678_debaryomyces_prosopidis_170307	41678	Serinales	Debaryomyces prosopidis	Standard	Standard	0.652689086117138	0.460792908947216	0.386150066678115	0.569457462352372	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	exudate of Prosopis juliflora (mesquite tree)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974356	yHMPu5000034660_diddensiella_caesifluorescens_180604	34660	Dipodascales	Diddensiella caesifluorescens	Standard	Specialist	0.658657824908201	0.212586302165635	0	0.58161262582254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Brown rotten oak (Quercus cerris) wood	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974355	yHMPu5000034661_dipodascus_albidus_180604	34661	Dipodascales	Dipodascus albidus	Standard	Specialist	0.331622368383551	1.22331657460265	0.871567537770947	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	exudate of a broadleaf tree	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989094	yHMPu5000041822_dipodascus_geniculatus_170307	41822	Dipodascales	Dipodascus geniculatus	Standard	Standard	0	0.505335479454403	0.351149670445238	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	guava (Psidium guajaua, Myrtaceae) pulp	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988889	yHMPu5000035684_kloeckera_hatyaiensis_160519.haplomerger2	35684	Saccharomycodales	Hanseniaspora hatyaiensis	Specialist	Standard	0	157.990194637983	0	0	Yes	Yes	Yes	No	Yes	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	Yes	NA	No	No	No	No	rotted wood	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974424	yHMPu5000034957_Hanseniaspora_osmophila_SPADES	34957	Saccharomycodales	Hanseniaspora osmophila	Standard	Standard	0	0.414686110342081	0	0.701657588453494	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	No	ripe Reisling grapes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988651	yHMPu5000035318_hyphopichia_heimii_180604	35318	Serinales	Hyphopichia heimii	Standard	Standard	0.6618760807483	0.545436069193939	0	0.632507363475312	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	wood, covered with whitish mycelium	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16988673	yHMPu5000035316_candida_homilentoma_180604	35316	Serinales	Hyphopichia homilentoma	Generalist	Standard	0.541817072048656	0.458102668955986	0.436353987150118	0.452030882160415	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	tunnel of Sinoxylon ruficorne, in Combretum apiculatus	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974286	yHAB159_kazachstania_solicola_160519.haplomerger2	yHAB159	Saccharomycetales	Kazachstania solicola	Standard	Specialist	0.581947382671994	0.514612142981017	0.397470813828212	0	Yes	Yes	No	Yes	No	No	No	NA	No	No	Yes	No	Yes	No	NA	Yes	No	No	No	No	No	No	NA	NA	NA	No	NA	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974297	yHAB158_kazachstania_viticola_160519.haplomerger2	yHAB158	Saccharomycetales	Kazachstania viticola	NA	NA	NA	NA	NA	NA	Yes	Yes	No	Yes	No	No	No	NA	No	Yes	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	NA	No	No	fermenting grapes	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974351	yHMPu5000034665_kodamaea_laetipori_180604	34665	Serinales	Kodamaea laetipori	Standard	Standard	0	0.462977691638941	0	0.836431883667387	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Diaperis sp. (Tenebrionidae)	No	No	No	No	No	No	No	No	No	No	No
SRR16988933	yHMPu5000035667_kurtzmaniella_cleridarum_180604	35667	Serinales	Kurtzmaniella cleridarum	Standard	Standard	0.390075839987608	0.491031142853158	0.0940676721368088	0.546514446967916	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	clerid beetle on flower of cactus (Opuntia phaeacantha)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988806	yHMPu5000035302_candida_fragi_180604	35302	Serinales	Kurtzmaniella fragi	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	rotting fruit of Fragaria chiloensi var. ananassa (strawberry)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974717	yHMPu5000034754_lipomyces_arxii_170713	34754	Lipomycetales	Lipomyces arxii	Standard	Standard	1.05833389243558	0	0.939075725342869	0	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	soil of forest	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974710	yHMPu5000034761_Lipomyces_lipofer_SPAdes	34761	Lipomycetales	Lipomyces lipofer	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	soil of garden	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989098	yHMPu5000041818_magnusiomyces_tetrasperma_170307	41818	Dipodascales	Magnusiomyces tetraspermus	Standard	Standard	0.115759355908704	0.257914569764208	0.451471568146824	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	wet conveyor at a prune dehydration plant	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974580	yHMPu5000034631_martiniozyma_abiesophila_170307.haplomerger2	34631	Pichiales	Martiniozyma abietophila	Specialist	Specialist	0	0	0	0	Yes	Yes	Yes	No	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	sap of Abies concolor (red fir)	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16988835	yHMPu5000041743_candida_hawaiiana_170307	41743	Serinales	Metschnikowia hawaiiana	Generalist	Standard	0.514915493855493	0.709522318411962	0.360907798517008	0.500655616521063	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	NA	Yes	Yes	flower of Ipomoea indica	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974579	yHMPu5000034632_candida_athensensis_180604	34632	Serinales	Meyerozyma athensensis	Standard	Standard	1.02747454337983	1.1496310334552	0.43997172698002	0.763184494174595	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	No	Yes	Yes	No	Yes	unidentified cucujoid	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988936	yHMPu5000035664_candida_carpophila_160613	35664	Serinales	Meyerozyma carpophila	Standard	Standard	0.726130106625608	0.726379752658025	0.232800121215267	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	Blastophaga psenes (fig wasp) in fruit of Ficus sp. (fig)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974577	yHMPu5000034634_millerozyma_acaciae_160519	34634	Serinales	Millerozyma acaciae	Standard	Standard	0.825188592563788	0	0.603383418176411	0.763438688000767	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	frass of buprestid larvae, in Acacia nilotica var. kraussiana	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974456	yHMPu5000034921_nakazawaea_peltata_160519	34921	Alaninales	Nakazawaea peltata	Generalist	Standard	0.212706673795782	0.481787696471157	0.560620934140971	0.385019630346054	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	milk cow with mastitis	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974477	yHMPu5000034897_Ogataea_glucozyma_SPAdes	34897	Pichiales	Ogataea glucozyma	Standard	Generalist	0	0.399555002592614	0.180132297825327	0.149928430384577	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	No	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	No	No	frass of Ips sp. (bark beetle) on Picea engelmannii (Engelmann spruce)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974475	yHMPu5000034900_ogataea_methanolica_160519	34900	Pichiales	Ogataea methanolica	Standard	Standard	0.128721519252759	0.65505549929499	0.168087704613052	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974474	yHMPu5000034901_Ogataea_methylivora_SPADES	34901	Pichiales	Ogataea methylivora	Standard	Standard	0	1.38307401064636	0.381614865792779	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	rotten tree	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974575	yHMPu5000034636_ogataea_nitratoaversa_180604	34636	Pichiales	Ogataea nitratoaversa	Standard	Standard	0	0.765640583516584	0.321204475543018	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	leaf of beech (Fagus sylvatica)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974470	yHMPu5000034904_Ogataea_nonfermentans_SPADES	34904	Pichiales	Ogataea nonfermentans	Standard	Generalist	0	0.821650748671571	0.287717695494302	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	No	No	water, of mountain stream	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974574	yHMPu5000034637_ogataea_populiabae_180604	34637	Pichiales	Ogataea populi-albae	Specialist	Standard	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	exudate of white poplar (Populus alba)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974582	yHMPu5000034629_pichia_exigua_180604	34629	Pichiales	Pichia exigua	Specialist	Specialist	0	0	0	0	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	insect boring in Picea sitchensis (sitka spruce)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974585	yHMPu5000034627_pichia_heedii_180604	34627	Pichiales	Pichia heedii	Standard	Standard	0	0.896740716680721	0	0	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	dead Lophocereus schottii (senita cactus)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974587	yHMPu5000034625_pichia_kudriavzevii_180604.haplomerger2	34625	Pichiales	Pichia kudriavzevii	Standard	Standard	0	0.387151854249477	0.276071051655994	0	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	fruit juice	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974588	yHMPu5000034624_pichia_nakasei_180604	34624	Pichiales	Pichia nakasei	Specialist	Standard	0	0.652183322033434	0.156206874664388	0	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	apple must	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974589	yHMPu5000034623_pichia_norvegensis_160519.haplomerger2	34623	Pichiales	Pichia norvegensis	Standard	Specialist	0	1.62183024856224	0.69912197532193	0	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	Yes	No	Yes	No	No	vagina, of woman	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974590	yHMPu5000034622_pichia_occidentalis_160519.haplomerger2	34622	Pichiales	Pichia occidentalis	Specialist	Standard	0	0.539764972362902	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	oiled figs?	Yes	Yes	Yes	No	No	No	No	No	No	No	No
